torchvision-resnet50,64,22.5872
torchvision-resnet50_fp16,64,9.91804
torchvision-densenet121,32,15.3206
torchvision-densenet121_fp16,32,8.72843
torchvision-inceptionv3,32,20.2085
torchvision-inceptionv3_fp16,32,12.4813
cadene-inceptionv4,16,22.7734
cadene-resnext64x4,16,23.1126
slim-mobilenet,64,7.67201
slim-nasnetalarge,64,283.617
slim-resnet50v2,64,24.0248
bert-mrpc-onnx,8,9.74724
bert-mrpc-tf,1,2.57371
pytorch-examples-wlang-gru,1,3.34164
pytorch-examples-wlang-lstm,1,3.14954
torchvision-resnet50_1,1,1.67398
torchvision-inceptionv3_1,1,2.91024
cadene-dpn92_1,1,2.52379
cadene-resnext101_1,1,3.04986
slim-vgg16_1,1,2.17155
slim-mobilenet_1,1,0.470461
slim-inceptionv4_1,1,6.55493
onnx-taau-downsample,1,3.28311
dlrm-criteoterabyte,1,46.3565
dlrm-criteoterabyte_fp16,1,24.603
agentmodel,1,
unet_fp16,2,37.4826
resnet50v1_fp16,1,1.06375
bert_base_cased_fp16,64,66.3348
bert_large_uncased_fp16,32,105.238
bert_large_fp16,1,6.01048
distilgpt2_fp16,16,12.5614
