torchvision-resnet50,64,22.5771
torchvision-resnet50_fp16,64,9.8315
torchvision-densenet121,32,15.272
torchvision-densenet121_fp16,32,8.72399
torchvision-inceptionv3,32,20.0123
torchvision-inceptionv3_fp16,32,12.4787
cadene-inceptionv4,16,22.1645
cadene-resnext64x4,16,22.9233
slim-mobilenet,64,7.68049
slim-nasnetalarge,64,277.446
slim-resnet50v2,64,24.0137
bert-mrpc-onnx,8,9.72231
bert-mrpc-tf,1,2.57306
pytorch-examples-wlang-gru,1,3.2871
pytorch-examples-wlang-lstm,1,3.12269
torchvision-resnet50_1,1,1.65408
torchvision-inceptionv3_1,1,2.91914
cadene-dpn92_1,1,2.47512
cadene-resnext101_1,1,3.05035
slim-vgg16_1,1,2.17715
slim-mobilenet_1,1,0.471385
slim-inceptionv4_1,1,4.67221
onnx-taau-downsample,1,3.26876
dlrm-criteoterabyte,1,46.3272
dlrm-criteoterabyte_fp16,1,24.594
agentmodel,1,0.169561
unet_fp16,2,36.5048
resnet50v1_fp16,1,1.07848
bert_base_cased_fp16,64,70.8383
bert_large_uncased_fp16,32,111.992
bert_large_fp16,1,5.9811
distilgpt2_fp16,16,12.4863
