torchvision-resnet50,64,33.093
torchvision-resnet50_fp16,64,13.6547
torchvision-alexnet,64,13.6065
torchvision-alexnet_fp16,64,2.59521
torchvision-densenet121,32,26.7508
torchvision-densenet121_fp16,32,13.5677
torchvision-inceptionv3,32,32.2527
torchvision-inceptionv3_fp16,32,16.9321
torchvision-vgg16,16,20.5147
torchvision-vgg16_fp16,16,8.96326
cadene-inceptionv4,16,30.2773
cadene-resnext64x4,16,32.5652
slim-mobilenet,64,10.2636
slim-nasnetalarge,64,370.797
slim-resnet50v2,64,29.0779
bert-mrpc-onnx,8,13.7172
bert-mrpc-tf,1,3.87151
pytorchexamples-wlang-gru,1,
pytorchexamples-wlang-lstm,1,3.31073
torchvision-resnet50_1,1,10.9718
torchvision-inceptionv3_1,1,7.79931
torchvision-vgg16_1,1,2.58016
cadene-dpn92_1,1,8.25567
cadene-resnext101_1,1,26.7499
slim-vgg16_1,1,16.0306
slim-mobilenet_1,1,0.582219
slim-inceptionv4_1,1,16.9214
onnx-taau-downsample,1,4.06697
