torchvision-resnet50,64,20.5852
torchvision-resnet50_fp16,64,9.65124
torchvision-densenet121,32,13.3487
torchvision-densenet121_fp16,32,8.03229
torchvision-inceptionv3,32,19.7671
torchvision-inceptionv3_fp16,32,12.6147
cadene-inceptionv4,16,21.2254
cadene-resnext64x4,16,20.6723
slim-mobilenet,64,9.17429
slim-nasnetalarge,64,360.75
slim-resnet50v2,64,22.0693
bert-mrpc-onnx,8,7.27665
bert-mrpc-tf,1,2.16992
pytorch-examples-wlang-gru,1,2.32196
pytorch-examples-wlang-lstm,1,2.61626
torchvision-resnet50_1,1,1.30261
cadene-dpn92_1,1,2.64445
cadene-resnext101_1,1,2.84084
onnx-taau-downsample,1,2.92649
dlrm-criteoterabyte,1,29.4373
dlrm-criteoterabyte_fp16,1,17.0094
agentmodel,1,0.134726
unet_fp16,2,35.4819
resnet50v1_fp16,1,1.15353
resnet50v1_int8,1,1.2053
bert_base_cased_fp16,64,59.4622
bert_large_uncased_fp16,32,95.1502
bert_large_fp16,1,4.93829
distilgpt2_fp16,16,7.7914
yolov5s,1,2.03123
tinyllama,1,23.0299
vicuna-fastchat,1,5.52747
whisper-tiny-encoder,1,2.47797
whisper-tiny-decoder,1,2.43957
