torchvision-resnet50,64,22.6148
torchvision-resnet50_fp16,64,9.85772
torchvision-densenet121,32,15.2912
torchvision-densenet121_fp16,32,8.75606
torchvision-inceptionv3,32,20.2162
torchvision-inceptionv3_fp16,32,12.4382
cadene-inceptionv4,16,22.7554
cadene-resnext64x4,16,23.1034
slim-mobilenet,64,7.68317
slim-nasnetalarge,64,283.849
slim-resnet50v2,64,24.0156
bert-mrpc-onnx,8,9.7458
bert-mrpc-tf,1,2.57719
pytorch-examples-wlang-gru,1,3.34587
pytorch-examples-wlang-lstm,1,3.19473
torchvision-resnet50_1,1,1.66017
torchvision-inceptionv3_1,1,2.94765
cadene-dpn92_1,1,2.5002
cadene-resnext101_1,1,3.03927
slim-vgg16_1,1,2.18139
slim-mobilenet_1,1,0.466512
slim-inceptionv4_1,1,4.54873
onnx-taau-downsample,1,3.29111
dlrm-criteoterabyte,1,46.3015
dlrm-criteoterabyte_fp16,1,24.6018
agentmodel,1,
unet_fp16,2,36.3938
resnet50v1_fp16,1,1.05655
bert_base_cased_fp16,64,66.1383
bert_large_uncased_fp16,32,105.247
bert_large_fp16,1,5.99239
distilgpt2_fp16,16,12.57
