torchvision-resnet50,64,71.5752
torchvision-resnet50_fp16,64,12.0885
torchvision-densenet121,32,28.4635
torchvision-densenet121_fp16,32,9.7709
torchvision-inceptionv3,32,54.0259
torchvision-inceptionv3_fp16,32,12.7311
cadene-inceptionv4,16,48.7281
cadene-resnext64x4,16,40.6201
slim-mobilenet,64,8.98074
slim-nasnetalarge,64,401.016
slim-resnet50v2,64,58.8166
bert-mrpc-onnx,8,11.1494
bert-mrpc-tf,1,2.73016
pytorch-examples-wlang-gru,1,3.3886
pytorch-examples-wlang-lstm,1,3.31534
torchvision-resnet50_1,1,10.9273
torchvision-inceptionv3_1,1,7.77616
cadene-dpn92_1,1,2.99539
cadene-resnext101_1,1,4.24376
slim-vgg16_1,1,18.7549
slim-mobilenet_1,1,0.684771
slim-inceptionv4_1,1,10.1194
onnx-taau-downsample,1,3.16399
dlrm-criteoterabyte,1,47.7718
dlrm-criteoterabyte_fp16,1,25.8992
agentmodel,1,0.183327
unet_fp16,2,39.4528
