torchvision-resnet50,64,28.2225
torchvision-resnet50_fp16,64,12.1554
torchvision-alexnet,64,6.69628
torchvision-alexnet_fp16,64,2.08748
torchvision-densenet121,32,17.5804
torchvision-densenet121_fp16,32,9.73768
torchvision-inceptionv3,32,24.1477
torchvision-inceptionv3_fp16,32,13.9844
torchvision-vgg16,16,17.8992
torchvision-vgg16_fp16,16,7.53369
cadene-inceptionv4,16,24.1626
cadene-resnext64x4,16,26.7225
slim-mobilenet,64,8.9305
slim-nasnetalarge,64,280.301
slim-resnet50v2,64,27.2258
bert-mrpc-onnx,8,9.90014
bert-mrpc-tf,1,3.32433
pytorch-examples-wlang-gru,1,3.28699
pytorch-examples-wlang-lstm,1,2.95885
torchvision-resnet50_1,1,1.90944
torchvision-inceptionv3_1,1,3.33137
torchvision-vgg16_1,1,2.16473
cadene-dpn92_1,1,3.03645
cadene-resnext101_1,1,4.27313
slim-vgg16_1,1,5.95379
slim-mobilenet_1,1,0.663691
slim-inceptionv4_1,1,5.23095
onnx-taau-downsample,1,3.29925
