torchvision-resnet50,64,28.3199
torchvision-resnet50_fp16,64,12.1696
torchvision-densenet121,32,17.9864
torchvision-densenet121_fp16,32,9.85213
torchvision-inceptionv3,32,24.3658
torchvision-inceptionv3_fp16,32,13.7962
cadene-inceptionv4,16,23.7907
cadene-resnext64x4,16,27.0393
slim-mobilenet,64,8.95632
slim-nasnetalarge,64,278.931
slim-resnet50v2,64,27.2671
bert-mrpc-onnx,8,9.39613
bert-mrpc-tf,1,2.77243
pytorch-examples-wlang-gru,1,3.17738
pytorch-examples-wlang-lstm,1,3.17951
torchvision-resnet50_1,1,1.89112
torchvision-inceptionv3_1,1,3.3449
cadene-dpn92_1,1,3.03097
cadene-resnext101_1,1,4.35197
slim-vgg16_1,1,6.32808
slim-mobilenet_1,1,0.667405
slim-inceptionv4_1,1,5.27902
onnx-taau-downsample,1,3.09324
dlrm-criteoterabyte,1,47.748
dlrm-criteoterabyte_fp16,1,25.1517
agentmodel,1,0.173869
unet_fp16,2,40.396
