torchvision-resnet50,64,28.2507
torchvision-resnet50_fp16,64,12.1371
torchvision-alexnet,64,6.76362
torchvision-alexnet_fp16,64,2.10194
torchvision-densenet121,32,17.9567
torchvision-densenet121_fp16,32,9.83167
torchvision-inceptionv3,32,24.3763
torchvision-inceptionv3_fp16,32,13.8335
torchvision-vgg16,16,17.9079
torchvision-vgg16_fp16,16,7.45824
cadene-inceptionv4,16,24.0004
cadene-resnext64x4,16,26.9896
slim-mobilenet,64,8.94619
slim-nasnetalarge,64,279.53
slim-resnet50v2,64,27.237
bert-mrpc-onnx,8,
bert-mrpc-tf,1,3.2585
pytorch-examples-wlang-gru,1,3.201
pytorch-examples-wlang-lstm,1,3.13066
torchvision-resnet50_1,1,1.89366
torchvision-inceptionv3_1,1,3.33927
torchvision-vgg16_1,1,2.16357
cadene-dpn92_1,1,3.02623
cadene-resnext101_1,1,4.36287
slim-vgg16_1,1,6.31367
slim-mobilenet_1,1,0.640954
slim-inceptionv4_1,1,5.26939
onnx-taau-downsample,1,3.09136
dlrm-criteoterabyte,1,51.0196
dlrm-criteoterabyte_fp16,1,27.9107
agentmodel,1,0.198219
