torchvision-resnet50,64,28.2819
torchvision-resnet50_fp16,64,12.1395
torchvision-alexnet,64,6.7577
torchvision-alexnet_fp16,64,2.08072
torchvision-densenet121,32,17.978
torchvision-densenet121_fp16,32,9.85656
torchvision-inceptionv3,32,24.3446
torchvision-inceptionv3_fp16,32,13.8209
torchvision-vgg16,16,17.9121
torchvision-vgg16_fp16,16,7.60617
cadene-inceptionv4,16,24.0245
cadene-resnext64x4,16,27.0271
slim-mobilenet,64,8.93922
slim-nasnetalarge,64,279.679
slim-resnet50v2,64,27.2738
bert-mrpc-onnx,8,9.38733
bert-mrpc-tf,1,3.27591
pytorch-examples-wlang-gru,1,3.20816
pytorch-examples-wlang-lstm,1,3.16021
torchvision-resnet50_1,1,1.87915
torchvision-inceptionv3_1,1,3.34444
torchvision-vgg16_1,1,2.16503
cadene-dpn92_1,1,3.0094
cadene-resnext101_1,1,4.33115
slim-vgg16_1,1,6.316
slim-mobilenet_1,1,0.666526
slim-inceptionv4_1,1,5.23615
onnx-taau-downsample,1,3.09103
dlrm-criteoterabyte,1,51.0956
dlrm-criteoterabyte_fp16,1,27.8849
agentmodel,1,0.201916
