torchvision-resnet50,64,28.7997
torchvision-resnet50_fp16,64,13.4963
torchvision-alexnet,64,12.8698
torchvision-alexnet_fp16,64,2.44114
torchvision-densenet121,32,19.5993
torchvision-densenet121_fp16,32,12.654
torchvision-inceptionv3,32,29.1859
torchvision-inceptionv3_fp16,32,16.1139
torchvision-vgg16,16,17.8806
torchvision-vgg16_fp16,16,9.27013
cadene-inceptionv4,16,30.3053
cadene-resnext64x4,16,27.7087
slim-mobilenet,64,10.0026
slim-nasnetalarge,64,314.926
slim-resnet50v2,64,26.3657
bert-mrpc-onnx,8,12.5245
bert-mrpc-tf,1,3.38378
pytorch-examples-wlang-gru,1,4.31376
pytorch-examples-wlang-lstm,1,3.26678
torchvision-resnet50_1,1,1.95832
torchvision-inceptionv3_1,1,3.29937
torchvision-vgg16_1,1,2.15818
cadene-dpn92_1,1,3.24944
cadene-resnext101_1,1,4.22864
slim-vgg16_1,1,15.6243
slim-mobilenet_1,1,0.51083
slim-inceptionv4_1,1,5.11138
onnx-taau-downsample,1,3.85933
