torchvision-resnet50,64,28.7669
torchvision-resnet50_fp16,64,13.2934
torchvision-alexnet,64,12.8676
torchvision-alexnet_fp16,64,2.44219
torchvision-densenet121,32,17.6862
torchvision-densenet121_fp16,32,9.7712
torchvision-inceptionv3,32,29.2231
torchvision-inceptionv3_fp16,32,15.6782
torchvision-vgg16,16,17.8854
torchvision-vgg16_fp16,16,9.26685
cadene-inceptionv4,16,29.8961
cadene-resnext64x4,16,27.7958
slim-mobilenet,64,10.0062
slim-nasnetalarge,64,307.845
slim-resnet50v2,64,
bert-mrpc-onnx,8,9.29998
bert-mrpc-tf,1,3.24013
pytorch-examples-wlang-gru,1,2.32592
pytorch-examples-wlang-lstm,1,3.12302
torchvision-resnet50_1,1,1.92345
torchvision-inceptionv3_1,1,3.288
torchvision-vgg16_1,1,2.15736
cadene-dpn92_1,1,3.02645
cadene-resnext101_1,1,4.24661
slim-vgg16_1,1,15.6249
slim-mobilenet_1,1,0.510336
slim-inceptionv4_1,1,5.21624
onnx-taau-downsample,1,3.87003
