torchvision-resnet50,64,28.5098
torchvision-resnet50_fp16,64,13.1578
torchvision-alexnet,64,12.8681
torchvision-alexnet_fp16,64,2.51913
torchvision-densenet121,32,17.5365
torchvision-densenet121_fp16,32,9.74546
torchvision-inceptionv3,32,28.9541
torchvision-inceptionv3_fp16,32,16.1558
torchvision-vgg16,16,17.8954
torchvision-vgg16_fp16,16,9.19363
cadene-inceptionv4,16,29.9226
cadene-resnext64x4,16,27.6476
slim-mobilenet,64,9.78585
slim-nasnetalarge,64,307.352
slim-resnet50v2,64,
bert-mrpc-onnx,8,9.89406
bert-mrpc-tf,1,3.19721
pytorch-examples-wlang-gru,1,2.30807
pytorch-examples-wlang-lstm,1,2.59708
torchvision-resnet50_1,1,1.92347
torchvision-inceptionv3_1,1,3.28728
torchvision-vgg16_1,1,2.15872
cadene-dpn92_1,1,3.07404
cadene-resnext101_1,1,4.24207
slim-vgg16_1,1,15.6231
slim-mobilenet_1,1,0.507825
slim-inceptionv4_1,1,5.15597
onnx-taau-downsample,1,3.90248
