torchvision-resnet50,64,29.8794
torchvision-resnet50_fp16,64,13.517
torchvision-alexnet,64,12.8885
torchvision-alexnet_fp16,64,2.38981
torchvision-densenet121,32,23.8671
torchvision-densenet121_fp16,32,13.3951
torchvision-inceptionv3,32,30.6245
torchvision-inceptionv3_fp16,32,16.2056
torchvision-vgg16,16,17.9131
torchvision-vgg16_fp16,16,9.03506
cadene-inceptionv4,16,31.8346
cadene-resnext64x4,16,29.6516
slim-mobilenet,64,10.0299
slim-nasnetalarge,64,340.76
slim-resnet50v2,64,26.7396
bert-mrpc-onnx,8,12.5159
bert-mrpc-tf,1,3.46717
pytorch-examples-wlang-gru,1,4.38157
pytorch-examples-wlang-lstm,1,3.28677
torchvision-resnet50_1,1,10.5092
torchvision-inceptionv3_1,1,6.27467
torchvision-vgg16_1,1,2.17602
cadene-dpn92_1,1,8.06082
cadene-resnext101_1,1,26.5226
slim-vgg16_1,1,15.6466
slim-mobilenet_1,1,0.516483
slim-inceptionv4_1,1,14.5112
onnx-taau-downsample,1,3.97473
