torchvision-resnet50,64,22.8504
torchvision-resnet50_fp16,64,10.2874
torchvision-densenet121,32,15.2658
torchvision-densenet121_fp16,32,8.85723
torchvision-inceptionv3,32,20.0096
torchvision-inceptionv3_fp16,32,12.2348
cadene-inceptionv4,16,22.2803
cadene-resnext64x4,16,23.5249
slim-mobilenet,64,10.9829
slim-nasnetalarge,64,413.86
slim-resnet50v2,64,24.7277
bert-mrpc-onnx,8,8.23617
bert-mrpc-tf,1,2.29267
pytorch-examples-wlang-gru,1,2.33401
pytorch-examples-wlang-lstm,1,2.61489
torchvision-resnet50_1,1,1.65564
cadene-dpn92_1,1,2.5564
cadene-resnext101_1,1,3.07016
onnx-taau-downsample,1,3.24829
dlrm-criteoterabyte,1,35.0223
dlrm-criteoterabyte_fp16,1,21.1923
agentmodel,1,0.131766
unet_fp16,2,34.9706
resnet50v1_fp16,1,1.14392
resnet50v1_int8,1,1.26834
bert_base_cased_fp16,64,62.4133
bert_large_uncased_fp16,32,106.682
bert_large_fp16,1,6.29812
distilgpt2_fp16,16,8.70364
yolov5s,1,2.077
tinyllama,1,30.2435
vicuna-fastchat,1,6.28804
whisper-tiny-encoder,1,2.82779
whisper-tiny-decoder,1,2.51094
