torchvision-resnet50,64,33.1068
torchvision-resnet50_fp16,64,13.6546
torchvision-alexnet,64,13.6118
torchvision-alexnet_fp16,64,2.59537
torchvision-densenet121,32,26.776
torchvision-densenet121_fp16,32,13.5665
torchvision-inceptionv3,32,32.276
torchvision-inceptionv3_fp16,32,16.9293
torchvision-vgg16,16,20.5171
torchvision-vgg16_fp16,16,8.96277
cadene-inceptionv4,16,30.354
cadene-resnext64x4,16,32.6018
slim-mobilenet,64,10.2681
slim-nasnetalarge,64,371.369
slim-resnet50v2,64,29.0861
bert-mrpc-onnx,8,13.7636
bert-mrpc-tf,1,3.96565
pytorchexamples-wlang-gru,1,
pytorchexamples-wlang-lstm,1,3.322
torchvision-resnet50_1,1,11.0124
torchvision-inceptionv3_1,1,7.88519
torchvision-vgg16_1,1,2.58302
cadene-dpn92_1,1,8.46829
cadene-resnext101_1,1,26.8558
slim-vgg16_1,1,16.0366
slim-mobilenet_1,1,0.584136
slim-inceptionv4_1,1,17.0005
onnx-taau-downsample,1,4.09216
