torchvision-resnet50,64,22.8781
torchvision-resnet50_fp16,64,10.2972
torchvision-densenet121,32,15.3096
torchvision-densenet121_fp16,32,8.83259
torchvision-inceptionv3,32,19.9568
torchvision-inceptionv3_fp16,32,12.2649
cadene-inceptionv4,16,22.3082
cadene-resnext64x4,16,23.521
slim-mobilenet,64,10.9769
slim-nasnetalarge,64,413.809
slim-resnet50v2,64,24.7451
bert-mrpc-onnx,8,8.23867
bert-mrpc-tf,1,2.48064
pytorch-examples-wlang-gru,1,2.37972
pytorch-examples-wlang-lstm,1,2.61748
torchvision-resnet50_1,1,1.66081
cadene-dpn92_1,1,2.55117
cadene-resnext101_1,1,3.09826
onnx-taau-downsample,1,3.25689
dlrm-criteoterabyte,1,35.0307
dlrm-criteoterabyte_fp16,1,21.2413
agentmodel,1,0.132051
unet_fp16,2,34.9878
resnet50v1_fp16,1,1.11339
resnet50v1_int8,1,1.27103
bert_base_cased_fp16,64,62.437
bert_large_uncased_fp16,32,106.671
bert_large_fp16,1,6.23559
distilgpt2_fp16,16,8.70594
yolov5s,1,2.09741
tinyllama,1,30.2373
vicuna-fastchat,1,6.28644
whisper-tiny-encoder,1,2.81964
whisper-tiny-decoder,1,2.50896
