torchvision-resnet50,64,28.1237
torchvision-resnet50_fp16,64,11.9776
torchvision-densenet121,32,17.5163
torchvision-densenet121_fp16,32,9.48959
torchvision-inceptionv3,32,23.7984
torchvision-inceptionv3_fp16,32,12.7115
cadene-inceptionv4,16,23.5077
cadene-resnext64x4,16,27.1467
slim-mobilenet,64,8.87416
slim-nasnetalarge,64,270.757
slim-resnet50v2,64,25.4013
bert-mrpc-onnx,8,11.1474
bert-mrpc-tf,1,2.55062
pytorch-examples-wlang-gru,1,3.16663
pytorch-examples-wlang-lstm,1,3.08807
torchvision-resnet50_1,1,1.78523
torchvision-inceptionv3_1,1,3.23333
cadene-dpn92_1,1,2.76267
cadene-resnext101_1,1,4.54417
slim-vgg16_1,1,4.47369
slim-mobilenet_1,1,0.651366
slim-inceptionv4_1,1,4.45649
onnx-taau-downsample,1,4.05606
dlrm-criteoterabyte,1,46.1307
dlrm-criteoterabyte_fp16,1,24.6549
agentmodel,1,0.163287
unet_fp16,2,36.3927
