torchvision-resnet50,64,28.5003
torchvision-resnet50_fp16,64,13.163
torchvision-alexnet,64,12.8778
torchvision-alexnet_fp16,64,2.51844
torchvision-densenet121,32,17.6557
torchvision-densenet121_fp16,32,9.78712
torchvision-inceptionv3,32,28.8843
torchvision-inceptionv3_fp16,32,16.2078
torchvision-vgg16,16,17.892
torchvision-vgg16_fp16,16,9.19539
cadene-inceptionv4,16,29.9626
cadene-resnext64x4,16,27.6223
slim-mobilenet,64,9.76751
slim-nasnetalarge,64,311.925
slim-resnet50v2,64,
bert-mrpc-onnx,8,9.89169
bert-mrpc-tf,1,3.19244
pytorch-examples-wlang-gru,1,2.29619
pytorch-examples-wlang-lstm,1,2.5957
torchvision-resnet50_1,1,1.93604
torchvision-inceptionv3_1,1,3.26827
torchvision-vgg16_1,1,2.15931
cadene-dpn92_1,1,3.06537
cadene-resnext101_1,1,4.25164
slim-vgg16_1,1,15.6238
slim-mobilenet_1,1,0.509684
slim-inceptionv4_1,1,5.22922
onnx-taau-downsample,1,3.90278
