torchvision-resnet50,64,28.4812
torchvision-resnet50_fp16,64,13.1544
torchvision-alexnet,64,12.8415
torchvision-alexnet_fp16,64,2.51469
torchvision-densenet121,32,17.6238
torchvision-densenet121_fp16,32,9.79282
torchvision-inceptionv3,32,28.0076
torchvision-inceptionv3_fp16,32,15.5479
torchvision-vgg16,16,17.8647
torchvision-vgg16_fp16,16,9.18213
cadene-inceptionv4,16,29.6063
cadene-resnext64x4,16,27.613
slim-mobilenet,64,8.9252
slim-nasnetalarge,64,290.594
slim-resnet50v2,64,27.3502
bert-mrpc-onnx,8,9.89126
bert-mrpc-tf,1,3.30635
pytorch-examples-wlang-gru,1,3.2043
pytorch-examples-wlang-lstm,1,2.90581
torchvision-resnet50_1,1,1.93928
torchvision-inceptionv3_1,1,3.24346
torchvision-vgg16_1,1,2.15978
cadene-dpn92_1,1,3.0821
cadene-resnext101_1,1,4.23557
slim-vgg16_1,1,15.6182
slim-mobilenet_1,1,0.67939
slim-inceptionv4_1,1,5.14457
onnx-taau-downsample,1,3.38426
