torchvision-resnet50,64,22.9389
torchvision-resnet50_fp16,64,10.3115
torchvision-densenet121,32,15.3349
torchvision-densenet121_fp16,32,8.84747
torchvision-inceptionv3,32,20.0169
torchvision-inceptionv3_fp16,32,12.4938
cadene-inceptionv4,16,22.3312
cadene-resnext64x4,16,23.5934
slim-mobilenet,64,10.9994
slim-nasnetalarge,64,414.876
slim-resnet50v2,64,24.808
bert-mrpc-onnx,8,8.24805
bert-mrpc-tf,1,2.44552
pytorch-examples-wlang-gru,1,2.52519
pytorch-examples-wlang-lstm,1,2.70648
torchvision-resnet50_1,1,1.66442
cadene-dpn92_1,1,2.58797
cadene-resnext101_1,1,3.07632
onnx-taau-downsample,1,3.25573
dlrm-criteoterabyte,1,35.0204
dlrm-criteoterabyte_fp16,1,21.2322
agentmodel,1,0.130483
unet_fp16,2,34.7748
resnet50v1_fp16,1,1.13781
resnet50v1_int8,1,1.2606
bert_base_cased_fp16,64,62.6058
bert_large_uncased_fp16,32,106.977
bert_large_fp16,1,6.27712
distilgpt2_fp16,16,8.7342
yolov5s,1,2.10609
tinyllama,1,30.3195
vicuna-fastchat,1,6.32029
whisper-tiny-encoder,1,2.85831
whisper-tiny-decoder,1,2.51271
