torchvision-resnet50,64,28.0502
torchvision-resnet50_fp16,64,11.9385
torchvision-densenet121,32,17.4927
torchvision-densenet121_fp16,32,9.42934
torchvision-inceptionv3,32,23.8415
torchvision-inceptionv3_fp16,32,12.3479
cadene-inceptionv4,16,23.5394
cadene-resnext64x4,16,27.071
slim-mobilenet,64,8.88732
slim-nasnetalarge,64,270.217
slim-resnet50v2,64,25.3399
bert-mrpc-onnx,8,11.1082
bert-mrpc-tf,1,2.57377
pytorch-examples-wlang-gru,1,3.33037
pytorch-examples-wlang-lstm,1,3.22096
torchvision-resnet50_1,1,1.79972
torchvision-inceptionv3_1,1,3.263
cadene-dpn92_1,1,2.8612
cadene-resnext101_1,1,4.53692
slim-vgg16_1,1,4.45192
slim-mobilenet_1,1,0.685261
slim-inceptionv4_1,1,4.46924
onnx-taau-downsample,1,4.04126
dlrm-criteoterabyte,1,46.1546
dlrm-criteoterabyte_fp16,1,24.6134
agentmodel,1,0.172118
unet_fp16,2,36.3327
