torchvision-resnet50,64,22.6798
torchvision-resnet50_fp16,64,9.92743
torchvision-densenet121,32,15.6309
torchvision-densenet121_fp16,32,9.31526
torchvision-inceptionv3,32,20.349
torchvision-inceptionv3_fp16,32,12.5046
cadene-inceptionv4,16,22.7779
cadene-resnext64x4,16,23.1831
slim-mobilenet,64,7.70579
slim-nasnetalarge,64,286.571
slim-resnet50v2,64,24.0334
bert-mrpc-onnx,8,9.71303
bert-mrpc-tf,1,2.57786
pytorch-examples-wlang-gru,1,3.30733
pytorch-examples-wlang-lstm,1,3.20011
torchvision-resnet50_1,1,1.66349
torchvision-inceptionv3_1,1,2.94771
cadene-dpn92_1,1,2.50682
cadene-resnext101_1,1,3.03916
slim-vgg16_1,1,2.17567
slim-mobilenet_1,1,0.472728
slim-inceptionv4_1,1,4.5721
onnx-taau-downsample,1,3.28951
dlrm-criteoterabyte,1,46.2965
dlrm-criteoterabyte_fp16,1,24.6154
agentmodel,1,
unet_fp16,2,36.5307
resnet50v1_fp16,1,1.03298
bert_base_cased_fp16,64,70.8659
bert_large_uncased_fp16,32,112.027
bert_large_fp16,1,5.9994
distilgpt2_fp16,16,12.4706
