torchvision-resnet50,64,22.6006
torchvision-resnet50_fp16,64,9.85541
torchvision-densenet121,32,15.2713
torchvision-densenet121_fp16,32,8.73533
torchvision-inceptionv3,32,20.064
torchvision-inceptionv3_fp16,32,12.4955
cadene-inceptionv4,16,22.1723
cadene-resnext64x4,16,23.1665
slim-mobilenet,64,7.69174
slim-nasnetalarge,64,276.482
slim-resnet50v2,64,24.0368
bert-mrpc-onnx,8,9.83511
bert-mrpc-tf,1,2.58488
pytorch-examples-wlang-gru,1,3.31538
pytorch-examples-wlang-lstm,1,3.18746
torchvision-resnet50_1,1,1.65204
torchvision-inceptionv3_1,1,2.89065
cadene-dpn92_1,1,2.4912
cadene-resnext101_1,1,3.0514
slim-vgg16_1,1,2.18282
slim-mobilenet_1,1,0.486674
slim-inceptionv4_1,1,4.6583
onnx-taau-downsample,1,3.29728
dlrm-criteoterabyte,1,46.3394
dlrm-criteoterabyte_fp16,1,24.6045
agentmodel,1,0.165672
unet_fp16,2,36.5413
resnet50v1_fp16,1,1.07664
bert_base_cased_fp16,64,69.2931
bert_large_uncased_fp16,32,110.251
bert_large_fp16,1,5.8172
distilgpt2_fp16,16,10.5756
